"Company Country","Job Number","Project Name","Client PO","No of Pages","Net Price","Gross Price",Company,"Due Date","Status Vendor",Invoice,Paid
"United Kingdom",2649,"Panaz USA",NJ/PAN695,7,166.8,166.8,"PM+M Solutions for Business LLP","Mar 24,2015","Signed Off Complete",2533-19032015-2649,
"United Kingdom",2650,"Terra Firma Capital Partners","TFCPL 1314",33,660,588,"Terra Firma Capital Partners Limited","Mar 25,2015","Pending Sign-off",2534-20032015-2650,Paid
"United Kingdom",2651,"Clapton park Management Organisation Limited",C171,14,216,216,"GCN Accounting Services Ltd","Apr 01,2015","Signed Off Complete",2535-23032015-2651,
"United Kingdom",2652,"Acts of Random Kindness",,9,192,192,"French Duncan Chartered Accountants","Apr 01,2015",Cancelled,2536-23032015-2652,
"United Kingdom",2653,"Acts of Random Kindness ",,9,268.8,268.8,"French Duncan Chartered Accountants","Mar 26,2015","Signed Off Complete",2537-23032015-2653,
"United Kingdom",2654,"DSAM Capital Partners Ltd",500,14,214.8,214.8,"Throgmorton UK Ltd","Apr 03,2015",Cancelled,N/A,
"United Kingdom",2655,"DSAM Capital Partners Ltd",500,14,300.72,300.72,"Throgmorton UK Ltd","Mar 30,2015","Pending Sign-off",N/A,
"United Kingdom",2656,"Lofoten Asset Management Limited",501,20,214.8,214.8,"Throgmorton UK Ltd","Apr 03,2015","Pending Sign-off",N/A,
"United States",2657,"Grafton GP accounts",,13,300,300,"Pembroke Real Estate","Apr 07,2015","Pending Sign-off",2538-27032015-2657,
"United Kingdom",2658,"Harding Loevner (UK) Ltd",502,19,214.8,214.8,"Throgmorton UK Ltd","Apr 10,2015","Signed Off Complete",N/A,
"United Kingdom",2659,"The New Arab World Ltd",503,10,118.8,118.8,"Throgmorton UK Ltd","Apr 16,2015","Pending Sign-off",N/A,
"United Kingdom",2660,"Broadstone Bay Limited",504,10,118.8,118.8,"Throgmorton UK Ltd","Apr 21,2015","Pending Sign-off",N/A,
"United Kingdom",2661,"Jubilee Tower",JUB001,9,118.8,118.8,"PM+M Solutions for Business LLP","Apr 22,2015","Pending Sign-off",2539-13042015-2661,
"United Kingdom",2662,"Heptagon Capital Management Limited",505,20,214.8,214.8,"Throgmorton UK Ltd","Apr 22,2015","Pending Sign-off",N/A,
"United Kingdom",2663,"Carraway Belfast GP",11063,14,255.6,255.6,"Hermes Real Estate Investment Management Limited","Apr 24,2015","Signed Off Complete",2540-15042015-2663,
"United Kingdom",2664,"Carraway Belfast Ventures GP Ltd",11064,14,255.6,255.6,"Hermes Real Estate Investment Management Limited","Apr 24,2015","Signed Off Complete",2541-15042015-2664,
"United Kingdom",2665,"Carraway Tunbridge Wells GP",11065,14,255.6,255.6,"Hermes Real Estate Investment Management Limited","Apr 24,2015","Signed Off Complete",2542-15042015-2665,
"United Kingdom",2666,"Carraway Tunbridge Wells Ventures GP",11066,14,255.6,255.6,"Hermes Real Estate Investment Management Limited","Apr 24,2015","Signed Off Complete",2543-15042015-2666,
"United Kingdom",2667,"Gemini Office Services UK Ltd",506,8,118.8,118.8,"Throgmorton UK Ltd","Apr 27,2015","Pending Sign-off",N/A,
"United Kingdom",2668,"Renshaw Bay (UK) Ltd",507,30,420,420,"Throgmorton UK Ltd","Apr 30,2015","Pending Sign-off",N/A,
"United Kingdom",2669,"Intrinsic Capital Services Ltd",508,12,300.72,300.72,"Throgmorton UK Ltd","Apr 27,2015","Pending Sign-off",N/A,
"United Kingdom",2670,"WSL 30.6.14",,20,214.8,214.8,"Matchroom Sport Ltd","May 05,2015","Signed Off Complete",2544-24042015-2670,
"United Kingdom",2671,"WSHL 30.6.14",,14,214.8,214.8,"Matchroom Sport Ltd","May 05,2015","Signed Off Complete",2545-24042015-2671,
"United Kingdom",2672,"WPBSA 30.6.14",,19,214.8,214.8,"Matchroom Sport Ltd","May 05,2015","Signed Off Complete",2546-24042015-2672,
"United Kingdom",2673,"John Sisk and Son Limited","JSSL 2014",25,420,420,"John Sisk & Son Ltd","May 07,2015","Signed Off Complete",2547-28042015-2673,
"United Kingdom",2674,"JSS Rail Limited","JSS Rail 2014",16,360,360,"John Sisk & Son Ltd","May 07,2015","Signed Off Complete",2548-28042015-2674,
"United Kingdom",2675,"West Coast Plant Limited","WCP 2014",13,360,360,"John Sisk & Son Ltd","May 07,2015","Signed Off Complete",2549-28042015-2675,
"United Kingdom",2676,"Sisk Consolidated Investments Ltd","Sicol 2014",13,360,360,"John Sisk & Son Ltd","May 07,2015","Signed Off Complete",2550-28042015-2676,
"United Kingdom",2677,"JSS Group","JSS Group",13,360,360,"John Sisk & Son Ltd","May 07,2015","Signed Off Complete",2551-28042015-2677,
"United Kingdom",2678,"Sisk Marlin developments","SMD 2014",13,360,360,"John Sisk & Son Ltd","May 07,2015","Signed Off Complete",2552-28042015-2678,
"United Kingdom",2679,"Mariner Europe Limited 2014",509,22,420,420,"Throgmorton UK Ltd","May 08,2015","Pending Sign-off",N/A,
"United Kingdom",2680,"Chelsea Park Partners Ltd",510,9,118.8,118.8,"Throgmorton UK Ltd","May 11,2015","Pending Sign-off",N/A,
"United Kingdom",2681,"Farnham Rugby Union Football Club Ltd",511,14,214.8,214.8,"Throgmorton UK Ltd","May 11,2015","Pending Sign-off",N/A,
"United Kingdom",2682,"JCAM Investments Ltd",512,20,214.8,214.8,"Throgmorton UK Ltd","May 11,2015","Pending Sign-off",N/A,
"United Kingdom",2683,"Arnold Clark Automobiles Limited",ACA,32,480,480,"Arnold Clark Automobiles Limited","May 13,2015","Signed Off Complete",2553-04052015-2683,
"United Kingdom",2684,"Arnold Clark Finance Limited",,19,360,360,"Arnold Clark Automobiles Limited","May 13,2015","Signed Off Complete",2554-04052015-2684,
"United Kingdom",2685,"Arnold Clark Insurance Services Limited",,14,360,360,"Arnold Clark Automobiles Limited","May 13,2015","Signed Off Complete",2555-04052015-2685,
"United Kingdom",2686,"Calterdon Limited",,16,360,360,"Arnold Clark Automobiles Limited","May 13,2015","Signed Off Complete",2556-04052015-2686,
"United Kingdom",2687,"GTG Training Limited",,16,360,360,"Arnold Clark Automobiles Limited","May 13,2015","Signed Off Complete",2557-04052015-2687,
"United Kingdom",2688,"Harry Fairbairn Limited",,18,360,360,"Arnold Clark Automobiles Limited","May 13,2015","Signed Off Complete",2558-04052015-2688,
"United Kingdom",2689,"Towquest Limited",,14,360,360,"Arnold Clark Automobiles Limited","May 13,2015","Signed Off Complete",2559-04052015-2689,
"United Kingdom",2690,"Arnold Clark Autocare Limited",,2,240,240,"Arnold Clark Automobiles Limited","May 13,2015","Signed Off Complete",2560-04052015-2690,
"United Kingdom",2691,"Doubleplay II Limited",,53,506.88,506.88,"Exterion Media","May 15,2015","Pending Sign-off",2561-06052015-2691,
"United Kingdom",2692,"Doubleplay I Limited",,52,496.32,496.32,"Exterion Media","May 15,2015","Pending Sign-off",2562-06052015-2692,
"United Kingdom",2693,"Symmetry Services (UK) Ltd",513,17,214.8,214.8,"Throgmorton UK Ltd","May 15,2015","Signed Off Complete",N/A,
"United Kingdom",2694,"Thomas Menzies",Men015,29,336,336,"French Duncan Chartered Accountants","May 18,2015","Signed Off Complete",2563-07052015-2694,
"United Kingdom",2695,"Concrete Products",CON032,26,336,336,"French Duncan Chartered Accountants","May 18,2015","Signed Off Complete",2564-07052015-2695,
"United Kingdom",2696,"Cramond Real Estate",CRA039,24,336,336,"French Duncan Chartered Accountants","May 18,2015","Signed Off Complete",2565-07052015-2696,
"United Kingdom",2697,"McGowan & Co",MCG027,26,336,336,"French Duncan Chartered Accountants","May 18,2015","Signed Off Complete",2566-07052015-2697,
"United Kingdom",2698,"C&W Assets",CWA050,26,336,336,"French Duncan Chartered Accountants","May 18,2015","Signed Off Complete",2567-07052015-2698,
"United Kingdom",2699,"J Smart & Co",SMA025,80,720,720,"French Duncan Chartered Accountants","May 18,2015","Signed Off Complete",2568-07052015-2699,
"United Kingdom",2700,"Alliance Trust Savings",,26,420,420,"Alliance trust PLC","May 20,2015","Pending Sign-off",2569-11052015-2700,
"United Kingdom",2701,"Alliance Trust",,110,1260,1260,"Alliance trust PLC","May 20,2015",Cancelled,2570-11052015-2701,
"United Kingdom",2702,"Alliance Trust PLC",,39,480,480,"Alliance trust PLC","May 20,2015",Cancelled,2571-11052015-2702,
"United Kingdom",2703,"Alliance Trust",,48,540,540,"Alliance trust PLC","May 21,2015","Pending Sign-off",2572-12052015-2703,
"United Kingdom",2704,"LMU Enterprises LTD Corporation Tax Comp & Accounts",P-005327,22,442.2,400.2,"LONDONMET ENTERPRISES LTD","May 21,2015","Signed Off Complete",2573-12052015-2704,
"United Kingdom",2705,"Ivaldi Capital Management Ltd",514,19,214.8,214.8,"Throgmorton UK Ltd","May 22,2015","Pending Sign-off",N/A,
"United Kingdom",2706,"Makuria (UK) Ltd",515,12,214.8,214.8,"Throgmorton UK Ltd","May 22,2015","Pending Sign-off",N/A,
"United Kingdom",2707,"aPriori Capital Partners UK Service Co Ltd",516,21,420,420,"Throgmorton UK Ltd","May 22,2015","Pending Sign-off",N/A,
"United Kingdom",2708,"Millburn (Europe) Ltd",517,19,214.8,214.8,"Throgmorton UK Ltd","May 25,2015","Pending Sign-off",N/A,
"United Kingdom",2709,"Chrysalis ",,25,420,420,"Downing LLP","May 28,2015","Pending Sign-off",2574-19052015-2709,
"United Kingdom",2710,"Caledonian Land Properties Limited",,9,170.4,170.4,"Hermes Real Estate Investment Management Limited","May 28,2015","Pending Sign-off",2575-19052015-2710,
"United Kingdom",2711,"Hermes CMK General Partner Limited",,12,255.6,255.6,"Hermes Real Estate Investment Management Limited","May 28,2015",Cancelled,2576-19052015-2711,
"United Kingdom",2712,"Caduceus Estates Limited",,11,255.6,255.6,"Hermes Real Estate Investment Management Limited","May 28,2015","Pending Sign-off",2577-19052015-2712,
"United Kingdom",2713,"Leconport Estates",,12,255.6,255.6,"Hermes Real Estate Investment Management Limited","May 28,2015","Pending Sign-off",2578-19052015-2713,
"United Kingdom",2714,"MEPC (1946) Limited",,14,255.6,255.6,"Hermes Real Estate Investment Management Limited","May 28,2015","Pending Sign-off",2579-19052015-2714,
"United Kingdom",2715,"MEPC Developments Limited",,10,170.4,170.4,"Hermes Real Estate Investment Management Limited","May 28,2015","Pending Sign-off",2580-19052015-2715,
"United Kingdom",2716,"MEPC UK Limited",,11,255.6,255.6,"Hermes Real Estate Investment Management Limited","May 28,2015","Signed Off Complete",2581-19052015-2716,
"United Kingdom",2717,"Metropolitan Investment Property",,9,170.4,170.4,"Hermes Real Estate Investment Management Limited","May 28,2015","Pending Sign-off",2582-19052015-2717,
"United Kingdom",2718,"The Metropolitan Surplus Lands Company ",,11,255.6,255.6,"Hermes Real Estate Investment Management Limited","May 28,2015","Pending Sign-off",2583-19052015-2718,
"United Kingdom",2719,"Retail Value General Partner",,12,255.6,255.6,"Hermes Real Estate Investment Management Limited","May 29,2015","Signed Off Complete",2584-20052015-2719,
"United Kingdom",2720,"Britel Property Acquisitions Limited",,11,255.6,255.6,"Hermes Real Estate Investment Management Limited","May 29,2015","Pending Sign-off",2585-20052015-2720,
"United Kingdom",2721,"Albany Courtyard Investments",,11,255.6,255.6,"Hermes Real Estate Investment Management Limited","May 29,2015","Signed Off Complete",2586-20052015-2721,
"United Kingdom",2722,"Daily Variety Media Ltd",518,15,214.8,214.8,"Throgmorton UK Ltd","Jun 01,2015","Pending Sign-off",N/A,
"United Kingdom",2723,"Saba Capital (UK) Ltd",519,11,214.8,214.8,"Throgmorton UK Ltd","Jun 01,2015","Pending Sign-off",N/A,
"United Kingdom",2724,"Hazel Renewable Energy VCT1 Plc",,22,420,420,"Downing LLP","Jun 01,2015","Pending Sign-off",2587-21052015-2724,
"United Kingdom",2725,"Hazel Renewable Energy VCT2 plc",,22,420,420,"Downing LLP","Jun 01,2015","Pending Sign-off",2588-21052015-2725,
"United Kingdom",2726,"Downing Two",,24,420,420,"Downing LLP","Jun 02,2015","Pending Sign-off",2589-22052015-2726,
"United Kingdom",2727,"Downing Three",,24,420,420,"Downing LLP","Jun 02,2015","Pending Sign-off",2590-22052015-2727,
"United Kingdom",2728,"Napier Park Global Capital Ltd",520,20,214.8,214.8,"Throgmorton UK Ltd","Jun 04,2015","Pending Sign-off",N/A,
"United Kingdom",2729,"Britel Scotland GP Limited","BS GP Ltd",8,170.4,170.4,"Hermes Finance","Jun 05,2015","Pending Sign-off",2591-27052015-2729,
"United Kingdom",2730,"BT Pension Scheme Management",BTPSM,16,255.6,255.6,"Hermes Finance","Jun 05,2015","Signed Off Complete",2592-27052015-2730,
Ireland,2731,SRB,SRB2013,14,420,420,"John Sisk & Son (Holdings) Ltd","Jun 02,2015","Pending Sign-off",2593-28052015-2731,
"United Kingdom",2732,,,75,1680,1680,"College of Policing Ltd","Jun 10,2015",Cancelled,2594-01062015-2732,
"United Kingdom",2733,"Stat Accounts to Dec 2013","Brian Middup",32,960,960,"College of Policing Ltd","Jun 10,2015","Pending Sign-off",2595-01062015-2733,Paid
"United Kingdom",2734,"Samsung Electronics UK",,43,540,540,"Samsung Electronics (UK) Ltd","Jun 11,2015","Pending Sign-off",2596-02062015-2734,
"United Kingdom",2735,"Symmetry Services (UK) Ltd",521,17,214.8,214.8,"Throgmorton UK Ltd","Jun 12,2015","Pending Sign-off",N/A,
"United Kingdom",2736,"Hermes Equity Ownership Services Ltd",HEOS,15,255.6,255.6,"Hermes Finance","Jun 12,2015","Signed Off Complete",2597-03062015-2736,
"United Kingdom",2737,"Hermes BPK Ltd",HBPK,18,255.6,255.6,"Hermes Finance","Jun 12,2015","Signed Off Complete",2598-03062015-2737,
"United Kingdom",2738,"Hermes Alternative Investment Management Ltd",HAIML,13,255.6,255.6,"Hermes Finance","Jun 12,2015","Signed Off Complete",2599-03062015-2738,
"United Kingdom",2739,"Hermes Assured Ltd",HAL,9,170.4,170.4,"Hermes Finance","Jun 12,2015","Signed Off Complete",2600-03062015-2739,
"United Kingdom",2740,"Hermes Fund Managers Ltd",HFML,70,553.8,553.8,"Hermes Finance","Jun 12,2015","Signed Off Complete",2601-03062015-2740,
"United Kingdom",2741,"Hermes Investment Management Ltd",HIML,17,255.6,255.6,"Hermes Finance","Jun 12,2015","Signed Off Complete",2602-03062015-2741,
"United Kingdom",2742,"Hermes Investments (North America) Ltd",HINAL,12,255.6,255.6,"Hermes Finance","Jun 12,2015","Signed Off Complete",2603-03062015-2742,
"United Kingdom",2743,"Hermes Private Equity Ltd",HPEL,13,255.6,255.6,"Hermes Finance","Jun 12,2015","Signed Off Complete",2604-03062015-2743,
"United Kingdom",2744,"Nanoco Life Sciences Limited","Mark Sullivan",20,342,342,"Nanoco Group plc","Jun 12,2015","Signed Off Complete",2605-03062015-2744,
"United Kingdom",2745,"Nanoco Tech Limited","Mark Sullivan",19,342,342,"Nanoco Group plc","Jun 12,2015","Signed Off Complete",2606-03062015-2745,
"United Kingdom",2746,"Hermes Real Estate Investment Management Ltd",HREIM,18,255.6,255.6,"Hermes Finance","Jun 12,2015","Signed Off Complete",2607-03062015-2746,
"United Kingdom",2747,"Hermes Sourcecap Ltd",HSL,19,255.6,255.6,"Hermes Finance","Jun 12,2015","Signed Off Complete",2608-03062015-2747,
"United Kingdom",2748,"AC PAC Remuneration Services Ltd",522,9,118.8,118.8,"Throgmorton UK Ltd","Jun 15,2015","Pending Sign-off",N/A,
Ireland,2749,CMP,,19,420,420,"John Sisk & Son (Holdings) Ltd","Jun 09,2015","Pending Sign-off",2609-04062015-2749,
"United Kingdom",2750,"BAIC 2014 ACCOUNTS",,23,399,399,"Global Aerospace/BAIC","Jun 16,2015",Cancelled,2610-05062015-2750,
"United Kingdom",2751,"BAIC 2014 ACCOUNTS",,23,302.4,302.4,"Global Aerospace/BAIC","Jun 16,2015","Signed Off Complete",2611-05062015-2751,
"United Kingdom",2752,"Hermes Central London Investments Limited",,12,357.84,357.84,"Hermes Real Estate Investment Management Limited","Jun 11,2015","Pending Sign-off",2612-08062015-2752,
"United Kingdom",2753,"Abbey Tours Scotland Ltd 2014","DB 2015",24,420,420,"Abbey Tours Scotland Ltd","Jun 17,2015",Cancelled,2613-08062015-2753,
"United Kingdom",2754,"Abbey Tours Scotland Ltd 2014","DB 2015",15,360,360,"Abbey Tours Scotland Ltd","Jun 17,2015","Pending Sign-off",2614-08062015-2754,
"United Kingdom",2755,"Abbey Tours Ltd 2014","AT 2014",24,420,420,"Abbey Tours Scotland Ltd","Jun 17,2015","Pending Sign-off",2615-08062015-2755,
"United Kingdom",2756,"Moloney and Kelly Ltd 2014","MK 2014",18,360,360,"Abbey Tours Scotland Ltd","Jun 17,2015",Cancelled,2616-08062015-2756,
"United Kingdom",2757,"Lansure Ltd 2014","Lansure 2014",15,360,360,"Abbey Tours Scotland Ltd","Jun 17,2015",Cancelled,2617-08062015-2757,
"United Kingdom",2758,"Manfacil 2014","Manfacil 2014",17,360,360,"Abbey Tours Scotland Ltd","Jun 17,2015",Cancelled,2618-08062015-2758,
"United Kingdom",2759,"Argent Group PLC",,22,298.2,298.2,"Argent (Property Development) Services LLP","Jun 17,2015","Pending Sign-off",2619-08062015-2759,
"United Kingdom",2760,"Leisure Inns",,1,46.2,4.2,"P S Gardiner","Jun 17,2015","Pending Sign-off",2620-08062015-2760,Paid
"United Kingdom",2761,"BMB Clothing 2015","HH BMB Clothing",34,336,336,"BMB Clothing Limited","Jun 18,2015","Pending Sign-off",2621-09062015-2761,
"United Kingdom",2762,"BMB Group 2015","HH BMB Group 2015",15,252,252,"BMB Clothing Limited","Jun 18,2015","Pending Sign-off",2622-09062015-2762,
"United Kingdom",2763,"Baird Group 2015","HH Baird Group 2015",18,252,252,"BMB Clothing Limited","Jun 18,2015","Pending Sign-off",2623-09062015-2763,
"United Kingdom",2764,"Baird Group (Holdings) 2015","HH BGH 2015",42,0,0,"BMB Clothing Limited","Jun 18,2015","Signed Off Complete",2624-09062015-2764,
"United Kingdom",2765,"RB SFOS 1 (UK) Limited",523,17,214.8,214.8,"Throgmorton UK Ltd","Jun 19,2015","Pending Sign-off",N/A,
"United Kingdom",2766,"Citco Reif",,38,478.8,478.8,"Cordium Accounting Ltd ","Jun 23,2015","Pending Sign-off",2625-12062015-2766,
"United Kingdom",2767,MUL14,MUL14,10,282,240,"Metroven Limited","Jun 23,2015","Pending Sign-off",2626-14062015-2767,Paid
,2768,"Calor Gas Annual Report 2014",,23,0,-420,,"Jun 23,2015",Cancelled,N/A,
"United Kingdom",2769,"Calor Gas Annual Report 2014",,23,420,420,"Calor Gas Limited","Jun 24,2015","Signed Off Complete",N/A,
"United Kingdom",2770,"HPE GP Limited","HPE GP Limited",15,255.6,255.6,"Hermes GPE LLP","Jun 25,2015","Pending Sign-off",2627-16062015-2770,
"United Kingdom",2771,"HPE Scotland GP Limited","HPE Scotland GP Limited",15,255.6,255.6,"Hermes GPE LLP","Jun 25,2015","Pending Sign-off",2628-16062015-2771,
"United Kingdom",2772,"Hermes GPE 2011-2013 GP Limited","Hermes GPE 2011-2013 GP Limited",15,255.6,255.6,"Hermes GPE LLP","Jun 25,2015","Pending Sign-off",2629-16062015-2772,
"United Kingdom",2773,"HPE Environmental Innovation GP Limited","HPE Environmental Innovation GP Limited",14,255.6,255.6,"Hermes GPE LLP","Jun 25,2015","Pending Sign-off",2630-16062015-2773,
"United Kingdom",2774,"GPE III IP Limited","GPE III IP Limited",7,170.4,170.4,"Hermes GPE LLP","Jun 25,2015","Pending Sign-off",2631-16062015-2774,
"United Kingdom",2775,"GPE III GP Limited","GPE III GP Limited",14,255.6,255.6,"Hermes GPE LLP","Jun 25,2015","Pending Sign-off",2632-16062015-2775,
"United Kingdom",2776,"General Partner No.2 Limited","General Partner No.2 Limited",14,255.6,255.6,"Hermes GPE LLP","Jun 25,2015","Pending Sign-off",2633-16062015-2776,
"United Kingdom",2777,"Hermes UOB Capital Management Limited","Hermes UOB Capital Management Limited",16,255.6,255.6,"Hermes GPE LLP","Jun 25,2015","Signed Off Complete",2634-16062015-2777,
"United Kingdom",2778,"Hermes UOB General Partner Limited","Hermes UOB General Partner Limited",15,255.6,255.6,"Hermes GPE LLP","Jun 25,2015","Signed Off Complete",2635-16062015-2778,
"United Kingdom",2779,"Hermes UOB SLP General Partner Limited","Hermes UOB SLP General Partner Limited",15,255.6,255.6,"Hermes GPE LLP","Jun 25,2015","Signed Off Complete",2636-16062015-2779,
"United Kingdom",2780,"Hermes GPE Founder Partner 2 Limited","Hermes GPE Founder Partner 2 Limited",14,255.6,255.6,"Hermes GPE LLP","Jun 26,2015","Signed Off Complete",2637-17062015-2780,
"United Kingdom",2781,"Hermes GPE Founder Partner Ltd","Hermes GPE Founder Partner Ltd",14,255.6,255.6,"Hermes GPE LLP","Jun 26,2015","Signed Off Complete",2638-17062015-2781,
"United Kingdom",2782,"HGPE Co 1 Limited","HGPE Co 1 Limited",13,255.6,255.6,"Hermes GPE LLP","Jun 29,2015","Signed Off Complete",2639-18062015-2782,
"United Kingdom",2783,"HGPE Capital Limited","HGPE Capital Limited",18,255.6,255.6,"Hermes GPE LLP","Jun 29,2015","Pending Sign-off",2640-18062015-2783,
"United Kingdom",2784,"PSL 2014","Nigel - PSL 2014",29,588,588,"PhotonStar LED Ltd","Jun 26,2015","Signed Off Complete",2641-23062015-2784,
"United Kingdom",2785,"PST 2014","Nigel Lee - PST 2014",29,588,588,"PhotonStar LED Ltd","Jun 26,2015","Signed Off Complete",2642-23062015-2785,
"United Kingdom",2786,test,,20,360,360,"Calor Gas Limited","Jul 03,2015",Cancelled,N/A,
"United Kingdom",2787,test,,20,360,360,"Calor Gas Limited","Jul 03,2015",Cancelled,N/A,
"United Kingdom",2788,Amana,amana/VC,30,420,420,"thomas alexander and co ltd","Jul 06,2015","Signed Off Complete",2643-25062015-2788,Paid
"United Kingdom",2789,"OXP plc accounts",,14,360,360,"oxford pharmascience","Jul 06,2015","Pending Sign-off",2644-25062015-2789,
"United Kingdom",2790,"OXP Ltd accounts",,23,420,420,"oxford pharmascience","Jul 06,2015","Pending Sign-off",2645-25062015-2790,
"United Kingdom",2791,"Naya Capital Management UK Limited",524,20,214.8,214.8,"Throgmorton UK Ltd","Jul 09,2015","Pending Sign-off",N/A,
"United Kingdom",2792,"Adveq Management (UK) Ltd",525,18,214.8,214.8,"Throgmorton UK Ltd","Jul 09,2015","Pending Sign-off",N/A,
"United Kingdom",2793,"Aleph Capital Partners Services Limited",526,18,214.8,214.8,"Throgmorton UK Ltd","Jul 10,2015","Pending Sign-off",N/A,
"United Kingdom",2794,"Tax Comp1","Brian Tax Comp 1",2,108,54,"College of Policing Ltd","Jul 06,2015","Pending Sign-off",2646-01072015-2794,Paid
"United Kingdom",2795,"Tax Comp 2","Brian Tax Comp 2",1,108,54,"College of Policing Ltd","Jul 07,2015","Pending Sign-off",2647-02072015-2795,Paid
"United Kingdom",2796,"DAS 2014",4500443933,26,357,357,"Delphi Automotive Systems UK Ltd","Jul 16,2015","Signed Off Complete",N/A,
"United Kingdom",2797,"DEOC 2014",4500443933,24,357,357,"Delphi Automotive Systems UK Ltd","Jul 16,2015","Signed Off Complete",N/A,
"United Kingdom",2798,"Lockheed 2014",4500443933,30,357,357,"Delphi Automotive Systems UK Ltd","Jul 16,2015","Signed Off Complete",N/A,
"United Kingdom",2799,"DUKH 2014",4500443933,15,306,306,"Delphi Automotive Systems UK Ltd","Jul 16,2015","Signed Off Complete",N/A,
"United Kingdom",2800,"DAHL 2014",4500443933,14,306,306,"Delphi Automotive Systems UK Ltd","Jul 16,2015","Signed Off Complete",N/A,
"United Kingdom",2801,"Hartridge 2014",4500443933,17,306,306,"Delphi Automotive Systems UK Ltd","Jul 16,2015","Signed Off Complete",N/A,
"United Kingdom",2802,"DDS 2014",4500443933,31,408,408,"Delphi Automotive Systems UK Ltd","Jul 16,2015","Signed Off Complete",N/A,
"United Kingdom",2803,"Arabesque Asset Management Ltd",528,18,214.8,214.8,"Throgmorton UK Ltd","Jul 21,2015","Pending Sign-off",N/A,
"United Kingdom",2804,"Arabesque Asset Management Holding Ltd",529,24,420,420,"Throgmorton UK Ltd","Jul 21,2015","Pending Sign-off",N/A,
"United Kingdom",2805,"IDC Management Ltd",530,8,118.8,118.8,"Throgmorton UK Ltd","Jul 21,2015","Pending Sign-off",N/A,
"United Kingdom",2806,"Hermes GPE Infrastructure Founder Partner Ltd",,14,511.2,511.2,"Hermes GPE LLP","Jul 22,2015",Cancelled,N/A,
"United Kingdom",2807,"Hermes GPE  Infrastructure Founder Partner 2 Limited",,14,511.2,511.2,"Hermes GPE LLP","Jul 22,2015",Cancelled,N/A,
"United Kingdom",2808,"Hermes GPE Infrastructure Founder Partner Limited",,14,511.2,511.2,"Hermes GPE LLP","Jul 22,2015","Signed Off Complete",2649-14072015-2808,
"United Kingdom",2809,"Hermes GPE  Infrastructure Founder Partner 2 Limited",,14,511.2,511.2,"Hermes GPE LLP","Jul 22,2015","Signed Off Complete",2648-14072015-2809,
"United Kingdom",2810,"Patria Investments UK Limited",531,26,420,420,"Throgmorton UK Ltd","Jul 22,2015","Pending Sign-off",N/A,
"United Kingdom",2811,"Picus Services Ltd",532,10,118.8,118.8,"Throgmorton UK Ltd","Jul 24,2015","Pending Sign-off",N/A,
"United Kingdom",2812,"Veritas Asset Partners Ltd",533,24,420,420,"Throgmorton UK Ltd","Jul 24,2015","Pending Sign-off",N/A,
"United Kingdom",2813,"The Real Return Group Ltd",534,16,214.8,214.8,"Throgmorton UK Ltd","Jul 24,2015","Pending Sign-off",N/A,
"United Kingdom",2814,"Veritas Returns Ltd",535,14,214.8,214.8,"Throgmorton UK Ltd","Jul 24,2015","Pending Sign-off",N/A,
"United Kingdom",2815,"NSCGP Ltd",536,17,300.72,300.72,"Throgmorton UK Ltd","Jul 21,2015","Pending Sign-off",N/A,
"United Kingdom",2816,"NSS Serv Ltd",537,18,300.72,300.72,"Throgmorton UK Ltd","Jul 21,2015","Pending Sign-off",N/A,
"United Kingdom",2817,"NewSmith Services Ltd",538,18,300.72,300.72,"Throgmorton UK Ltd","Jul 21,2015","Pending Sign-off",N/A,
"United Kingdom",2818,"Britel Scotland GP Limited June 13","Britel Scotland GP Limited June 13",9,170.4,170.4,"Hermes Finance","Jul 27,2015","Signed Off Complete",N/A,
"United Kingdom",2819,"Burrowes Street",B023,21,252,252,"GCN Accounting Services Ltd","Jul 28,2015","Signed Off Complete",2650-20072015-2819,
"United Kingdom",2820,"The Avenues Tenant Management Organisation",A065,19,216,216,"GCN Accounting Services Ltd","Jul 28,2015","Signed Off Complete",2651-20072015-2820,
"United Kingdom",2821,"Sandbank Tenant Management Organisation Limited",S034,22,252,252,"GCN Accounting Services Ltd","Jul 28,2015","Signed Off Complete",2652-20072015-2821,
"United Kingdom",2822,"Twin Crescents Tenant Management Organisation Limited",T037,18,216,216,"GCN Accounting Services Ltd","Jul 28,2015","Signed Off Complete",2653-20072015-2822,
"United Kingdom",2823,"Chuckery Tenant Management Co=operative Limited",c041,22,252,252,"GCN Accounting Services Ltd","Jul 30,2015","Signed Off Complete",2655-21072015-2823,
"United Kingdom",2824,"Leamore Residents Association Limited",L017,22,252,252,"GCN Accounting Services Ltd","Jul 30,2015","Signed Off Complete",2654-21072015-2824,
"United Kingdom",2825,"Thorlands Housing Management Society",T077,22,252,252,"GCN Accounting Services Ltd","Jul 30,2015","Signed Off Complete",2656-21072015-2825,
"United Kingdom",2826,"Asperatus Capital Services Limited",539,22,420,420,"Throgmorton UK Ltd","Jul 31,2015","Pending Sign-off",N/A,
"United Kingdom",2827,"Curtis 2014",,27,420,420,"Lewis & Son Accountants Ltd","Jul 31,2015","Signed Off Complete",2657-22072015-2827,Paid
"United Kingdom",2828,"Calor Gas Limited",,43,540,540,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
